order_id,customer_id,segment,channel,order_date,order_amount,paid_amount,paid_date
KR-00487,C-0029,Retail-Core,app,2026-04-10,1480,1480,2026-04-12
KR-00488,C-0095,Retail-Core,store,2026-05-11,2940,1764,2026-05-13
KR-00488,C-0095,Retail-Core,store,2026-05-11,2940,1176,2026-05-13
KR-00489,C-0020,Retail-Core,web,2026-06-06,2570,2570,2026-06-08
KR-00490,C-0012,Retail-Core,web,2026-04-12,970,970,2026-04-14
KR-00491,C-0146,Retail-Core,store,2026-05-08,2150,2150,2026-05-10
KR-00492,C-0144,Retail-Core,web,2026-06-04,1320,1320,2026-06-06
KR-00493,C-0108,Retail-Core,web,2026-04-11,1270,1270,2026-04-13
KR-00494,C-0007,Retail-Core,store,2026-05-03,1650,1650,2026-05-05
KR-00495,C-0079,Retail-Core,web,2026-06-19,1680,1680,2026-06-21
KR-00496,C-0060,Retail-Core,store,2026-04-03,2050,2050,2026-04-05
KR-00497,C-0008,Retail-Core,store,2026-05-17,2330,2330,2026-05-19
KR-00498,C-0128,Retail-Core,app,2026-06-24,2170,2170,2026-06-26
KR-00499,C-0084,Retail-Core,app,2026-04-26,1950,1950,2026-04-28
KR-00500,C-0046,Retail-Core,web,2026-05-03,1220,1220,2026-05-05
KR-00501,C-0040,Retail-Core,web,2026-06-09,1320,1320,2026-06-11
KR-00502,C-0024,Retail-Core,store,2026-04-09,2710,2710,2026-04-11
KR-00503,C-0022,Retail-Core,store,2026-05-03,1260,1260,2026-05-05
KR-00504,C-0003,Retail-Core,web,2026-06-19,1430,1430,2026-06-21
KR-00505,C-0012,Retail-Core,store,2026-04-07,2410,2410,2026-04-09
KR-00506,C-0136,Retail-Core,web,2026-05-22,2540,2540,2026-05-24
KR-00507,C-0037,Retail-Core,web,2026-06-25,2300,2300,2026-06-27
KR-00508,C-0103,Retail-Core,web,2026-04-07,1660,1660,2026-04-09
KR-00509,C-0091,Retail-Core,web,2026-05-23,1050,1050,2026-05-25
KR-00510,C-0083,Retail-Core,web,2026-06-25,1480,1480,2026-06-27
KR-00511,C-0010,Retail-Core,store,2026-04-04,1710,1710,2026-04-06
KR-00512,C-0050,Retail-Core,app,2026-05-08,870,870,2026-05-10
KR-00512,C-0050,Retail-Core,app,2026-05-08,870,870,2026-05-10
KR-00513,C-0086,Retail-Core,app,2026-06-06,2830,1698,2026-06-08
KR-00513,C-0086,Retail-Core,app,2026-06-06,2830,1132,2026-06-08
KR-00514,C-0087,Retail-Core,app,2026-04-27,2970,1782,2026-04-28
KR-00514,C-0087,Retail-Core,app,2026-04-27,2970,1188,2026-04-28
KR-00515,C-0051,Retail-Core,web,2026-05-26,1780,1780,2026-05-28
KR-00516,C-0050,Retail-Core,web,2026-06-27,1180,1180,2026-06-28
KR-00517,C-0048,Retail-Core,web,2026-04-27,1640,1640,2026-04-28
KR-00518,C-0121,Retail-Core,store,2026-05-17,2350,2350,2026-05-19
KR-00519,C-0068,Retail-Core,app,2026-06-02,1660,1660,2026-06-04
KR-00520,C-0002,Retail-Core,store,2026-04-20,800,800,2026-04-22
KR-00520,C-0002,Retail-Core,store,2026-04-20,800,800,2026-04-22
KR-00521,C-0040,Retail-Core,web,2026-05-23,1060,1060,2026-05-25
KR-00522,C-0143,Retail-Core,store,2026-06-21,1140,1140,2026-06-23
KR-00523,C-0047,Retail-Core,app,2026-04-08,1280,1280,2026-04-10
KR-00524,C-0127,Retail-Core,web,2026-05-11,890,890,2026-05-13
KR-00524,C-0127,Retail-Core,web,2026-05-11,890,890,2026-05-13
KR-00525,C-0058,Retail-Core,store,2026-06-06,920,920,2026-06-08
KR-00526,C-0036,Retail-Core,web,2026-04-11,2830,1698,2026-04-13
KR-00526,C-0036,Retail-Core,web,2026-04-11,2830,1132,2026-04-13
KR-00527,C-0036,Retail-Core,web,2026-05-02,2560,2560,2026-05-04
KR-00528,C-0032,Retail-Core,web,2026-06-22,2510,2510,2026-06-24
KR-00529,C-0119,Retail-Core,web,2026-04-11,1530,1530,2026-04-13
KR-00530,C-0058,Retail-Core,web,2026-05-17,2510,2510,2026-05-19
KR-00531,C-0027,Retail-Core,app,2026-06-13,2000,2000,2026-06-15
KR-00532,C-0031,Retail-Core,store,2026-04-06,800,800,2026-04-08
KR-00532,C-0031,Retail-Core,store,2026-04-06,800,800,2026-04-08
KR-00533,C-0136,Retail-Core,store,2026-05-07,1220,1220,2026-05-09
KR-00534,C-0018,Retail-Core,web,2026-06-12,1560,1560,2026-06-14
KR-00535,C-0050,Retail-Core,app,2026-04-22,2700,2700,2026-04-24
KR-00536,C-0017,Retail-Core,app,2026-05-18,1970,1970,2026-05-20
KR-00537,C-0007,Retail-Core,app,2026-06-08,1270,1270,2026-06-10
KR-00538,C-0020,Retail-Core,store,2026-04-06,1330,1330,2026-04-08
KR-00539,C-0338,Student,web,2026-07-08,850,850,2026-07-10
KR-00539,C-0338,Student,web,2026-07-08,850,850,2026-07-10
KR-00540,C-0340,Student,store,2026-08-20,590,590,2026-08-22
KR-00540,C-0340,Student,store,2026-08-20,590,590,2026-08-22
KR-00541,C-0320,Student,web,2026-09-15,1160,1160,2026-09-17
KR-00542,C-0332,Student,app,2026-07-27,790,790,2026-07-28
KR-00542,C-0332,Student,app,2026-07-27,790,790,2026-07-28
KR-00543,C-0319,Student,store,2026-08-09,680,680,2026-08-11
KR-00543,C-0319,Student,store,2026-08-09,680,680,2026-08-11
KR-00544,C-0311,Student,app,2026-09-01,960,960,2026-09-03
KR-00545,C-0323,Student,app,2026-07-24,680,680,2026-07-26
KR-00545,C-0323,Student,app,2026-07-24,680,680,2026-07-26
KR-00546,C-0317,Student,app,2026-08-19,500,500,2026-08-21
KR-00546,C-0317,Student,app,2026-08-19,500,500,2026-08-21
KR-00547,C-0316,Student,app,2026-09-27,970,970,2026-09-28
KR-00548,C-0325,Student,app,2026-07-26,1200,1200,2026-07-28
KR-00549,C-0334,Student,app,2026-08-25,970,970,2026-08-27
KR-00550,C-0319,Student,web,2026-09-16,1480,1480,2026-09-18
KR-00551,C-0314,Student,web,2026-07-15,1500,1500,2026-07-17
KR-00552,C-0316,Student,web,2026-08-12,880,880,2026-08-14
KR-00552,C-0316,Student,web,2026-08-12,880,880,2026-08-14
KR-00553,C-0314,Student,app,2026-09-26,1470,1470,2026-09-28
KR-00554,C-0322,Student,web,2026-07-01,810,810,2026-07-03
KR-00554,C-0322,Student,web,2026-07-01,810,810,2026-07-03
KR-00555,C-0313,Student,app,2026-08-15,770,770,2026-08-17
KR-00555,C-0313,Student,app,2026-08-15,770,770,2026-08-17
KR-00556,C-0320,Student,store,2026-09-08,530,530,2026-09-10
KR-00556,C-0320,Student,store,2026-09-08,530,530,2026-09-10
KR-00557,C-0315,Student,app,2026-07-22,930,930,2026-07-24
KR-00558,C-0334,Student,store,2026-08-08,1180,1180,2026-08-10
KR-00559,C-0340,Student,app,2026-09-02,1030,1030,2026-09-04
KR-00560,C-0319,Student,web,2026-07-27,1240,1240,2026-07-28
KR-00561,C-0319,Student,app,2026-08-24,900,900,2026-08-26
KR-00561,C-0319,Student,app,2026-08-24,900,900,2026-08-26
KR-00562,C-0335,Student,store,2026-09-21,750,750,2026-09-23
KR-00562,C-0335,Student,store,2026-09-21,750,750,2026-09-23
KR-00563,C-0320,Student,app,2026-07-20,940,940,2026-07-22
KR-00564,C-0314,Student,store,2026-08-18,410,410,2026-08-20
KR-00564,C-0314,Student,store,2026-08-18,410,410,2026-08-20
KR-00565,C-0312,Student,app,2026-09-05,830,830,2026-09-07
KR-00565,C-0312,Student,app,2026-09-05,830,830,2026-09-07
KR-00566,C-0313,Student,web,2026-07-26,490,490,2026-07-28
KR-00566,C-0313,Student,web,2026-07-26,490,490,2026-07-28
KR-00567,C-0311,Student,web,2026-08-22,960,960,2026-08-24
KR-00568,C-0329,Student,store,2026-09-17,960,960,2026-09-19
KR-00569,C-0317,Student,app,2026-07-12,650,650,2026-07-14
KR-00569,C-0317,Student,app,2026-07-12,650,650,2026-07-14
KR-00570,C-0319,Student,store,2026-08-07,1410,1410,2026-08-09
KR-00571,C-0315,Student,store,2026-09-25,1320,1320,2026-09-27
KR-00572,C-0332,Student,store,2026-07-11,550,550,2026-07-13
KR-00572,C-0332,Student,store,2026-07-11,550,550,2026-07-13
KR-00573,C-0317,Student,web,2026-08-11,1300,1300,2026-08-13
KR-00574,C-0311,Student,store,2026-09-05,640,640,2026-09-07
KR-00574,C-0311,Student,store,2026-09-05,640,640,2026-09-07
KR-00575,C-0336,Student,store,2026-07-05,1100,1100,2026-07-07
KR-00576,C-0337,Student,store,2026-08-04,1390,1390,2026-08-06
KR-00577,C-0278,Business,store,2026-07-21,927000,0,
KR-00578,C-0273,Business,app,2026-08-20,950000,570000,2026-08-22
KR-00578,C-0273,Business,app,2026-08-20,950000,380000,2026-08-22
KR-00579,C-0310,Business,app,2026-09-13,750000,450000,2026-09-15
KR-00579,C-0310,Business,app,2026-09-13,750000,300000,2026-09-15
KR-00580,C-0274,Business,store,2026-07-22,855000,513000,2026-07-24
KR-00580,C-0274,Business,store,2026-07-22,855000,342000,2026-07-24
KR-00581,C-0276,Business,store,2026-08-20,1170000,702000,2026-08-22
KR-00581,C-0276,Business,store,2026-08-20,1170000,468000,2026-08-22
KR-00582,C-0289,Business,web,2026-09-21,770000,0,
KR-00583,C-0280,Business,store,2026-07-16,376000,225600,2026-07-18
KR-00583,C-0280,Business,store,2026-07-16,376000,150400,2026-07-18
KR-00584,C-0310,Business,app,2026-08-28,792000,475200,2026-08-28
KR-00584,C-0310,Business,app,2026-08-28,792000,316800,2026-08-28
KR-00585,C-0289,Business,app,2026-09-15,1228000,736800,2026-09-17
KR-00585,C-0289,Business,app,2026-09-15,1228000,491200,2026-09-17
KR-00586,C-0293,Business,app,2026-07-25,604000,362400,2026-07-27
KR-00586,C-0293,Business,app,2026-07-25,604000,241600,2026-07-27
KR-00587,C-0271,Business,store,2026-08-25,1310000,786000,2026-08-27
KR-00587,C-0271,Business,store,2026-08-25,1310000,524000,2026-08-27
KR-00588,C-0284,Business,store,2026-09-11,831000,498600,2026-09-13
KR-00588,C-0284,Business,store,2026-09-11,831000,332400,2026-09-13
KR-00589,C-0294,Business,store,2026-07-02,1488000,892800,2026-07-04
KR-00589,C-0294,Business,store,2026-07-02,1488000,595200,2026-07-04
KR-00590,C-0273,Business,app,2026-08-03,1683000,1009800,2026-08-05
KR-00590,C-0273,Business,app,2026-08-03,1683000,673200,2026-08-05
KR-00591,C-0275,Business,web,2026-09-06,1123000,673800,2026-09-08
KR-00591,C-0275,Business,web,2026-09-06,1123000,449200,2026-09-08
KR-00592,C-0293,Business,web,2026-07-28,517000,310200,2026-07-28
KR-00592,C-0293,Business,web,2026-07-28,517000,206800,2026-07-28
KR-00593,C-0297,Business,web,2026-08-15,1127000,676200,2026-08-17
KR-00593,C-0297,Business,web,2026-08-15,1127000,450800,2026-08-17
KR-00594,C-0306,Business,store,2026-09-10,827000,496200,2026-09-12
KR-00594,C-0306,Business,store,2026-09-10,827000,330800,2026-09-12
KR-00595,C-0295,Business,store,2026-07-23,401000,240600,2026-07-25
KR-00595,C-0295,Business,store,2026-07-23,401000,160400,2026-07-25
KR-00596,C-0275,Business,web,2026-08-27,1078000,646800,2026-08-28
KR-00596,C-0275,Business,web,2026-08-27,1078000,431200,2026-08-28
KR-00597,C-0280,Business,web,2026-09-11,1168000,700800,2026-09-13
KR-00597,C-0280,Business,web,2026-09-11,1168000,467200,2026-09-13
KR-00598,C-0276,Business,app,2026-07-20,1613000,967800,2026-07-22
KR-00598,C-0276,Business,app,2026-07-20,1613000,645200,2026-07-22
KR-00599,C-0272,Business,store,2026-08-21,524000,314400,2026-08-23
KR-00599,C-0272,Business,store,2026-08-21,524000,209600,2026-08-23
KR-00600,C-0306,Business,app,2026-09-28,481000,288600,2026-09-28
KR-00600,C-0306,Business,app,2026-09-28,481000,192400,2026-09-28
KR-00601,C-0282,Business,app,2026-07-22,1040000,624000,2026-07-24
KR-00601,C-0282,Business,app,2026-07-22,1040000,416000,2026-07-24
KR-00602,C-0275,Business,app,2026-08-09,1299000,779400,2026-08-11
KR-00602,C-0275,Business,app,2026-08-09,1299000,519600,2026-08-11
KR-00603,C-0271,Business,web,2026-09-10,367000,220200,2026-09-12
KR-00603,C-0271,Business,web,2026-09-10,367000,146800,2026-09-12
KR-00604,C-0284,Business,web,2026-07-22,1042000,625200,2026-07-24
KR-00604,C-0284,Business,web,2026-07-22,1042000,416800,2026-07-24
KR-00605,C-0294,Business,app,2026-08-08,279000,167400,2026-08-10
KR-00605,C-0294,Business,app,2026-08-08,279000,111600,2026-08-10
KR-00606,C-0272,Business,store,2026-09-16,534000,320400,2026-09-18
KR-00606,C-0272,Business,store,2026-09-16,534000,213600,2026-09-18
KR-00607,C-0282,Business,app,2026-07-22,221000,132600,2026-07-24
KR-00607,C-0282,Business,app,2026-07-22,221000,88400,2026-07-24
KR-00608,C-0281,Business,app,2026-08-03,917000,550200,2026-08-05
KR-00608,C-0281,Business,app,2026-08-03,917000,366800,2026-08-05
KR-00609,C-0300,Business,store,2026-09-23,1258000,754800,2026-09-25
KR-00609,C-0300,Business,store,2026-09-23,1258000,503200,2026-09-25
KR-00610,C-0280,Business,web,2026-07-27,278000,166800,2026-07-28
KR-00610,C-0280,Business,web,2026-07-27,278000,111200,2026-07-28
KR-00611,C-0279,Business,web,2026-08-03,536000,321600,2026-08-05
KR-00611,C-0279,Business,web,2026-08-03,536000,214400,2026-08-05
KR-00612,C-0280,Business,web,2026-09-24,354000,212400,2026-09-26
KR-00612,C-0280,Business,web,2026-09-24,354000,141600,2026-09-26
KR-00613,C-0308,Business,web,2026-07-19,212000,127200,2026-07-21
KR-00613,C-0308,Business,web,2026-07-19,212000,84800,2026-07-21
KR-00614,C-0307,Business,web,2026-08-18,409000,245400,2026-08-20
KR-00614,C-0307,Business,web,2026-08-18,409000,163600,2026-08-20
KR-00615,C-0284,Business,web,2026-09-17,636000,381600,2026-09-19
KR-00615,C-0284,Business,web,2026-09-17,636000,254400,2026-09-19
KR-00616,C-0296,Business,app,2026-07-21,230000,138000,2026-07-23
KR-00616,C-0296,Business,app,2026-07-21,230000,92000,2026-07-23
KR-00617,C-0293,Business,web,2026-08-01,1352000,811200,2026-08-03
KR-00617,C-0293,Business,web,2026-08-01,1352000,540800,2026-08-03
KR-00618,C-0287,Business,web,2026-09-18,1168000,700800,2026-09-20
KR-00618,C-0287,Business,web,2026-09-18,1168000,467200,2026-09-20
KR-00619,C-0293,Business,store,2026-07-12,1290000,774000,2026-07-14
KR-00619,C-0293,Business,store,2026-07-12,1290000,516000,2026-07-14
KR-00620,C-0274,Business,store,2026-08-18,1074000,644400,2026-08-20
KR-00620,C-0274,Business,store,2026-08-18,1074000,429600,2026-08-20
KR-00621,C-0273,Business,store,2026-09-23,913000,547800,2026-09-25
KR-00621,C-0273,Business,store,2026-09-23,913000,365200,2026-09-25
KR-00622,C-0295,Business,store,2026-07-16,1312000,787200,2026-07-18
KR-00622,C-0295,Business,store,2026-07-16,1312000,524800,2026-07-18
KR-00623,C-0304,Business,app,2026-08-03,471000,282600,2026-08-05
KR-00623,C-0304,Business,app,2026-08-03,471000,188400,2026-08-05
KR-00624,C-0273,Business,web,2026-09-17,1089000,653400,2026-09-19
KR-00624,C-0273,Business,web,2026-09-17,1089000,435600,2026-09-19
KR-00625,C-0280,Business,store,2026-07-14,1776000,1065600,2026-07-16
KR-00625,C-0280,Business,store,2026-07-14,1776000,710400,2026-07-16
KR-00626,C-0304,Business,store,2026-08-06,1229000,737400,2026-08-08
KR-00626,C-0304,Business,store,2026-08-06,1229000,491600,2026-08-08
KR-00627,C-0281,Business,app,2026-09-10,301000,180600,2026-09-12
KR-00627,C-0281,Business,app,2026-09-10,301000,120400,2026-09-12
KR-00628,C-0295,Business,store,2026-07-27,555000,333000,2026-07-28
KR-00628,C-0295,Business,store,2026-07-27,555000,222000,2026-07-28
KR-00629,C-0288,Business,web,2026-08-03,580000,348000,2026-08-05
KR-00629,C-0288,Business,web,2026-08-03,580000,232000,2026-08-05
KR-00630,C-0292,Business,web,2026-09-07,352000,211200,2026-09-09
KR-00630,C-0292,Business,web,2026-09-07,352000,140800,2026-09-09
KR-00631,C-0290,Business,store,2026-07-13,431000,258600,2026-07-15
KR-00631,C-0290,Business,store,2026-07-13,431000,172400,2026-07-15
KR-00632,C-0280,Business,app,2026-08-21,273000,163800,2026-08-23
KR-00632,C-0280,Business,app,2026-08-21,273000,109200,2026-08-23
KR-00633,C-0276,Business,store,2026-09-12,972000,583200,2026-09-14
KR-00633,C-0276,Business,store,2026-09-12,972000,388800,2026-09-14
KR-00634,C-0274,Business,web,2026-07-07,1001000,600600,2026-07-09
KR-00634,C-0274,Business,web,2026-07-07,1001000,400400,2026-07-09
KR-00635,C-0295,Business,app,2026-08-14,433000,259800,2026-08-16
KR-00635,C-0295,Business,app,2026-08-14,433000,173200,2026-08-16
KR-00636,C-0283,Business,app,2026-09-15,1778000,1066800,2026-09-17
KR-00636,C-0283,Business,app,2026-09-15,1778000,711200,2026-09-17
KR-00637,C-0288,Business,store,2026-07-26,1428000,856800,2026-07-28
KR-00637,C-0288,Business,store,2026-07-26,1428000,571200,2026-07-28
KR-00638,C-0303,Business,app,2026-08-13,573000,343800,2026-08-15
KR-00638,C-0303,Business,app,2026-08-13,573000,229200,2026-08-15
KR-00639,C-0273,Business,web,2026-09-24,1484000,890400,2026-09-26
KR-00639,C-0273,Business,web,2026-09-24,1484000,593600,2026-09-26
KR-00640,C-0307,Business,store,2026-07-16,1025000,615000,2026-07-18
KR-00640,C-0307,Business,store,2026-07-16,1025000,410000,2026-07-18
KR-00641,C-0290,Business,store,2026-08-11,763000,457800,2026-08-13
KR-00641,C-0290,Business,store,2026-08-11,763000,305200,2026-08-13
KR-00642,C-0279,Business,web,2026-09-04,525000,315000,2026-09-06
KR-00642,C-0279,Business,web,2026-09-04,525000,210000,2026-09-06
KR-00643,C-0307,Business,store,2026-07-23,832000,499200,2026-07-25
KR-00643,C-0307,Business,store,2026-07-23,832000,332800,2026-07-25
KR-00644,C-0302,Business,web,2026-08-05,225000,135000,2026-08-07
KR-00644,C-0302,Business,web,2026-08-05,225000,90000,2026-08-07
KR-00645,C-0275,Business,store,2026-09-19,803000,481800,2026-09-21
KR-00645,C-0275,Business,store,2026-09-19,803000,321200,2026-09-21
KR-00646,C-0272,Business,app,2026-07-11,533000,319800,2026-07-13
KR-00646,C-0272,Business,app,2026-07-11,533000,213200,2026-07-13
KR-00647,C-0308,Business,app,2026-08-01,573000,343800,2026-08-03
KR-00647,C-0308,Business,app,2026-08-01,573000,229200,2026-08-03
KR-00648,C-0275,Business,web,2026-09-11,468000,280800,2026-09-13
KR-00648,C-0275,Business,web,2026-09-11,468000,187200,2026-09-13
KR-00649,C-0305,Business,app,2026-07-15,1561000,936600,2026-07-17
KR-00649,C-0305,Business,app,2026-07-15,1561000,624400,2026-07-17
KR-00650,C-0279,Business,store,2026-08-01,1785000,1071000,2026-08-03
KR-00650,C-0279,Business,store,2026-08-01,1785000,714000,2026-08-03
KR-00651,C-0293,Business,web,2026-09-27,1187000,712200,2026-09-28
KR-00651,C-0293,Business,web,2026-09-27,1187000,474800,2026-09-28
KR-00652,C-0277,Business,app,2026-07-23,1251000,750600,2026-07-25
KR-00652,C-0277,Business,app,2026-07-23,1251000,500400,2026-07-25
KR-00653,C-0277,Business,web,2026-08-16,804000,482400,2026-08-18
KR-00653,C-0277,Business,web,2026-08-16,804000,321600,2026-08-18
KR-00654,C-0278,Business,store,2026-09-14,1791000,1074600,2026-09-16
KR-00654,C-0278,Business,store,2026-09-14,1791000,716400,2026-09-16
KR-00655,C-0276,Business,web,2026-07-11,408000,244800,2026-07-13
KR-00655,C-0276,Business,web,2026-07-11,408000,163200,2026-07-13
KR-00656,C-0305,Business,store,2026-08-17,983000,589800,2026-08-19
KR-00656,C-0305,Business,store,2026-08-17,983000,393200,2026-08-19
KR-00657,C-0306,Business,web,2026-09-05,1737000,1042200,2026-09-07
KR-00657,C-0306,Business,web,2026-09-05,1737000,694800,2026-09-07
KR-00658,C-0279,Business,store,2026-07-08,256000,153600,2026-07-10
KR-00658,C-0279,Business,store,2026-07-08,256000,102400,2026-07-10
KR-00659,C-0275,Business,web,2026-08-04,1173000,703800,2026-08-06
KR-00659,C-0275,Business,web,2026-08-04,1173000,469200,2026-08-06
KR-00660,C-0282,Business,app,2026-09-25,657000,394200,2026-09-27
KR-00660,C-0282,Business,app,2026-09-25,657000,262800,2026-09-27
KR-00661,C-0309,Business,store,2026-07-28,1158000,694800,2026-07-28
KR-00661,C-0309,Business,store,2026-07-28,1158000,463200,2026-07-28
KR-00662,C-0286,Business,store,2026-08-09,1007000,604200,2026-08-11
KR-00662,C-0286,Business,store,2026-08-09,1007000,402800,2026-08-11
KR-00663,C-0288,Business,app,2026-09-11,426000,255600,2026-09-13
KR-00663,C-0288,Business,app,2026-09-11,426000,170400,2026-09-13
KR-00664,C-0309,Business,app,2026-07-27,288000,172800,2026-07-28
KR-00664,C-0309,Business,app,2026-07-27,288000,115200,2026-07-28
KR-00665,C-0296,Business,app,2026-08-07,1254000,752400,2026-08-09
KR-00665,C-0296,Business,app,2026-08-07,1254000,501600,2026-08-09
KR-00666,C-0275,Business,web,2026-09-20,214000,128400,2026-09-22
KR-00666,C-0275,Business,web,2026-09-20,214000,85600,2026-09-22
KR-00667,C-0286,Business,app,2026-07-13,19857600,11914560,2026-07-15
KR-00667,C-0286,Business,app,2026-07-13,19857600,7943040,2026-07-15
KR-00668,C-0161,Retail-Plus,app,2026-07-12,4200,2520,2026-07-14
KR-00668,C-0161,Retail-Plus,app,2026-07-12,4200,1680,2026-07-14
KR-00669,C-0161,Retail-Plus,web,2026-08-13,3100,1860,2026-08-15
KR-00669,C-0161,Retail-Plus,web,2026-08-13,3100,1240,2026-08-15
KR-00670,C-0161,Retail-Plus,app,2026-09-14,1900,1900,2026-09-16
KR-00671,C-0171,Retail-Plus,web,2026-07-12,3800,2280,2026-07-14
KR-00671,C-0171,Retail-Plus,web,2026-07-12,3800,1520,2026-07-14
KR-00672,C-0171,Retail-Plus,app,2026-08-13,2600,2600,2026-08-15
KR-00673,C-0171,Retail-Plus,web,2026-09-14,1400,1400,2026-09-16
KR-00674,C-0175,Retail-Plus,web,2026-07-12,4400,2640,2026-07-14
KR-00674,C-0175,Retail-Plus,web,2026-07-12,4400,1760,2026-07-14
KR-00675,C-0175,Retail-Plus,store,2026-08-13,2900,1740,2026-08-15
KR-00675,C-0175,Retail-Plus,store,2026-08-13,2900,1160,2026-08-15
KR-00676,C-0175,Retail-Plus,web,2026-09-14,1600,1600,2026-09-16
KR-00677,C-0213,Retail-Plus,store,2026-07-16,2290,2290,2026-07-18
KR-00678,C-0212,Retail-Plus,store,2026-08-05,1230,1230,2026-08-07
KR-00679,C-0239,Retail-Plus,store,2026-09-20,2670,2670,2026-09-22
KR-00680,C-0164,Retail-Plus,app,2026-07-28,4170,2502,2026-07-28
KR-00680,C-0164,Retail-Plus,app,2026-07-28,4170,1668,2026-07-28
KR-00681,C-0263,Retail-Plus,app,2026-08-21,3690,2214,2026-08-23
KR-00681,C-0263,Retail-Plus,app,2026-08-21,3690,1476,2026-08-23
KR-00682,C-0160,Retail-Plus,store,2026-09-19,2520,2520,2026-09-21
KR-00683,C-0211,Retail-Plus,store,2026-07-16,4360,2616,2026-07-18
KR-00683,C-0211,Retail-Plus,store,2026-07-16,4360,1744,2026-07-18
KR-00684,C-0181,Retail-Plus,web,2026-08-11,2430,2430,2026-08-13
KR-00685,C-0197,Retail-Plus,store,2026-09-23,3600,2160,2026-09-25
KR-00685,C-0197,Retail-Plus,store,2026-09-23,3600,1440,2026-09-25
KR-00686,C-0238,Retail-Plus,app,2026-07-19,2400,2400,2026-07-21
KR-00687,C-0234,Retail-Plus,store,2026-08-19,2930,1758,2026-08-21
KR-00687,C-0234,Retail-Plus,store,2026-08-19,2930,1172,2026-08-21
KR-00688,C-0213,Retail-Plus,app,2026-09-05,1920,1920,2026-09-07
KR-00689,C-0216,Retail-Plus,app,2026-07-23,4300,2580,2026-07-25
KR-00689,C-0216,Retail-Plus,app,2026-07-23,4300,1720,2026-07-25
KR-00690,C-0184,Retail-Plus,app,2026-08-26,3490,2094,2026-08-28
KR-00690,C-0184,Retail-Plus,app,2026-08-26,3490,1396,2026-08-28
KR-00691,C-0269,Retail-Plus,store,2026-09-11,1700,1700,2026-09-13
KR-00692,C-0181,Retail-Plus,app,2026-07-05,3340,2004,2026-07-07
KR-00692,C-0181,Retail-Plus,app,2026-07-05,3340,1336,2026-07-07
KR-00693,C-0222,Retail-Plus,web,2026-08-12,2820,1692,2026-08-14
KR-00693,C-0222,Retail-Plus,web,2026-08-12,2820,1128,2026-08-14
KR-00694,C-0159,Retail-Plus,web,2026-09-21,1660,1660,2026-09-23
KR-00695,C-0154,Retail-Plus,app,2026-07-17,3220,1932,2026-07-19
KR-00695,C-0154,Retail-Plus,app,2026-07-17,3220,1288,2026-07-19
KR-00696,C-0157,Retail-Plus,web,2026-08-14,2200,2200,2026-08-16
KR-00697,C-0186,Retail-Plus,store,2026-09-07,1570,1570,2026-09-09
KR-00698,C-0155,Retail-Plus,app,2026-07-19,4410,2646,2026-07-21
KR-00698,C-0155,Retail-Plus,app,2026-07-19,4410,1764,2026-07-21
KR-00699,C-0189,Retail-Plus,store,2026-08-13,3480,2088,2026-08-15
KR-00699,C-0189,Retail-Plus,store,2026-08-13,3480,1392,2026-08-15
KR-00700,C-0194,Retail-Plus,web,2026-09-21,3570,2142,2026-09-23
KR-00700,C-0194,Retail-Plus,web,2026-09-21,3570,1428,2026-09-23
KR-00701,C-0198,Retail-Plus,app,2026-07-03,1850,1850,2026-07-05
KR-00702,C-0183,Retail-Plus,app,2026-08-05,1280,1280,2026-08-07
KR-00703,C-0224,Retail-Plus,store,2026-09-01,3920,2352,2026-09-03
KR-00703,C-0224,Retail-Plus,store,2026-09-01,3920,1568,2026-09-03
KR-00704,C-0187,Retail-Plus,store,2026-07-07,2530,2530,2026-07-09
KR-00705,C-0206,Retail-Plus,app,2026-08-04,3480,2088,2026-08-06
KR-00705,C-0206,Retail-Plus,app,2026-08-04,3480,1392,2026-08-06
KR-00706,C-0212,Retail-Plus,app,2026-09-09,3190,1914,2026-09-11
KR-00706,C-0212,Retail-Plus,app,2026-09-09,3190,1276,2026-09-11
KR-00707,C-0177,Retail-Plus,web,2026-07-24,4350,2610,2026-07-26
KR-00707,C-0177,Retail-Plus,web,2026-07-24,4350,1740,2026-07-26
KR-00708,C-0153,Retail-Plus,web,2026-08-02,1730,1730,2026-08-04
KR-00709,C-0154,Retail-Plus,store,2026-09-12,4150,2490,2026-09-14
KR-00709,C-0154,Retail-Plus,store,2026-09-12,4150,1660,2026-09-14
KR-00710,C-0236,Retail-Plus,store,2026-07-17,4500,2700,2026-07-19
KR-00710,C-0236,Retail-Plus,store,2026-07-17,4500,1800,2026-07-19
KR-00711,C-0173,Retail-Plus,web,2026-08-13,4320,2592,2026-08-15
KR-00711,C-0173,Retail-Plus,web,2026-08-13,4320,1728,2026-08-15
KR-00712,C-0167,Retail-Plus,store,2026-09-14,3480,2088,2026-09-16
KR-00712,C-0167,Retail-Plus,store,2026-09-14,3480,1392,2026-09-16
KR-00713,C-0156,Retail-Plus,store,2026-07-22,3240,1944,2026-07-24
KR-00713,C-0156,Retail-Plus,store,2026-07-22,3240,1296,2026-07-24
KR-00714,C-0238,Retail-Plus,store,2026-08-21,1410,1410,2026-08-23
KR-00715,C-0156,Retail-Plus,app,2026-09-11,4120,2472,2026-09-13
